image,split,source_video,source_frame,detection_index,obb_class,obb_conf,obb_cx,obb_cy,obb_w,obb_h,obb_rotation,crop_width,crop_height
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00032.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,720,2,0,0.896857,403.925,601.079,360.785,106.239,0.037752,447,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00033.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,720,3,0,0.887287,504.810,822.555,364.211,101.436,0.553030,452,126
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00034.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,720,4,0,0.854928,399.711,519.342,365.530,105.201,0.202200,453,130
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00035.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,840,0,0,0.900662,207.061,706.310,99.261,363.446,1.302833,123,451
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00036.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,840,1,0,0.897622,403.677,601.074,360.785,106.760,0.036004,447,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00037.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,840,2,0,0.887793,513.582,824.452,365.334,101.179,0.540463,453,125
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00038.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,840,3,0,0.887645,319.876,207.646,365.207,106.095,0.491912,453,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00039.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,840,4,0,0.857471,379.451,514.906,366.664,106.498,0.203288,455,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00040.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,960,0,0,0.897637,207.036,706.379,99.789,363.950,1.307633,124,451
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00041.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,960,1,0,0.896712,403.686,601.146,361.140,106.603,0.040798,448,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00042.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,960,2,0,0.895404,319.741,208.002,365.274,105.631,0.485705,453,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00043.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,960,3,0,0.891140,513.767,824.587,365.738,101.502,0.544419,454,126
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00044.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,960,4,0,0.860485,379.425,515.311,366.643,106.589,0.207104,455,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00045.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1080,0,0,0.901371,206.874,706.280,98.916,363.248,1.308529,123,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00046.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1080,1,0,0.896564,513.957,824.655,366.135,102.205,0.539902,454,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00047.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1080,2,0,0.895502,403.739,601.065,361.269,106.782,0.037549,448,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00048.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1080,3,0,0.892254,319.611,208.004,365.095,105.470,0.487573,453,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00049.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1080,4,0,0.861436,379.432,515.077,366.644,106.285,0.207077,455,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00050.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1200,0,0,0.899113,206.801,706.337,99.590,363.284,1.309892,123,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00051.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1200,1,0,0.897451,319.523,208.619,365.634,104.729,0.484195,453,130
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00052.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1200,2,0,0.896771,403.802,601.161,361.140,106.568,0.041500,448,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00053.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1200,3,0,0.889404,514.196,824.281,366.179,102.701,0.538836,454,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00054.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1200,4,0,0.852261,379.445,514.998,366.643,106.902,0.205961,455,133
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00055.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1320,0,0,0.900295,319.230,209.069,365.525,104.483,0.482254,453,130
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00056.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1320,1,0,0.898270,403.923,601.105,360.867,106.271,0.044548,447,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00057.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1320,2,0,0.897064,207.054,706.434,101.602,363.986,1.307650,126,451
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00058.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1320,3,0,0.892810,514.200,824.299,366.156,103.901,0.535998,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00059.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1320,4,0,0.847240,379.456,514.961,366.702,106.611,0.206873,455,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00060.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1440,0,0,0.903584,318.697,210.108,365.566,104.213,0.478104,453,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00061.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1440,1,0,0.898874,206.811,706.711,100.594,362.700,1.320840,125,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00062.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1440,2,0,0.898871,514.512,823.975,366.104,103.148,0.545567,454,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00063.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1440,3,0,0.897969,403.723,601.201,361.350,106.627,0.041793,448,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00064.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1440,4,0,0.859960,379.475,515.024,366.608,105.944,0.209199,455,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00065.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1560,0,0,0.900942,318.307,211.003,365.853,103.638,0.472418,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00066.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1560,1,0,0.898747,403.628,601.177,361.627,106.076,0.042337,448,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00067.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1560,2,0,0.896967,206.668,706.678,100.686,363.195,1.321885,125,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00068.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1560,3,0,0.896623,514.638,823.959,366.218,103.059,0.544055,454,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00069.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1560,4,0,0.847164,379.450,515.096,366.626,105.901,0.209581,455,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00070.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1680,0,0,0.900738,318.017,211.587,365.929,103.611,0.469114,454,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00071.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1680,1,0,0.900182,403.600,601.138,361.890,106.158,0.043932,449,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00072.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1680,2,0,0.897936,514.851,823.748,366.260,103.713,0.545522,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00073.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1680,3,0,0.895349,206.692,707.041,100.970,363.135,1.322497,125,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00074.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1680,4,0,0.857243,379.458,515.047,366.577,105.820,0.210714,455,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00075.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1800,0,0,0.904325,317.726,212.208,366.059,103.526,0.466013,454,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00076.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1800,1,0,0.900695,403.655,601.319,361.542,105.921,0.046038,448,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00077.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1800,2,0,0.898436,514.937,823.630,366.213,103.526,0.545038,454,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00078.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1800,3,0,0.896153,206.537,706.825,100.462,362.632,1.320672,125,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00079.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1800,4,0,0.857935,379.452,515.013,366.632,105.891,0.209665,455,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00080.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1920,0,0,0.906055,317.575,212.628,366.094,102.693,0.465850,454,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00081.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1920,1,0,0.897826,403.888,601.241,361.146,105.964,0.045422,448,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00082.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1920,2,0,0.896276,206.652,706.911,100.630,362.774,1.319664,125,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00083.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1920,3,0,0.890315,515.120,823.332,366.270,103.340,0.545331,454,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00084.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,1920,4,0,0.866044,379.459,514.992,366.601,105.658,0.209601,455,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00085.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2040,0,0,0.898389,317.397,213.136,366.384,103.166,0.461956,454,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00086.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2040,1,0,0.897101,403.606,601.394,361.895,106.651,0.041488,449,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00087.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2040,2,0,0.893874,206.839,707.049,100.722,363.268,1.317483,125,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00088.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2040,3,0,0.893212,515.177,823.427,366.252,104.040,0.544586,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00089.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2040,4,0,0.864940,379.473,515.005,366.585,105.993,0.211326,455,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00090.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2160,0,0,0.901157,404.457,600.860,360.416,105.683,0.054505,447,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00091.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2160,1,0,0.900539,317.318,213.313,366.423,103.724,0.460603,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00092.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2160,2,0,0.892885,207.041,707.232,100.993,363.504,1.315776,125,451
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00093.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2160,3,0,0.892743,515.347,823.120,366.290,103.658,0.546545,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00094.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2160,4,0,0.840728,379.602,514.452,366.674,106.227,0.215733,455,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00095.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2280,0,0,0.903128,317.220,213.637,366.533,104.086,0.462534,455,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00096.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2280,1,0,0.901396,403.891,601.191,361.519,105.265,0.051923,448,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00097.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2280,2,0,0.891785,515.436,823.214,366.165,103.902,0.546331,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00098.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2280,3,0,0.890731,206.962,707.413,101.586,363.561,1.322033,126,451
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00099.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2280,4,0,0.847756,379.479,515.059,366.713,106.235,0.219693,455,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\公蝦仰拍-2_crop_00100.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2400,0,0,0.904547,317.181,213.444,366.261,103.820,0.457645,454,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\公蝦仰拍-2_crop_00101.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\公蝦仰拍-2.mp4,2400,1,0,0.902750,403.758,601.225,361.811,105.720,0.049305,449,131
